Text,ActualLabel,IbmScore,IbmLabel,GCPScore,GCPLabel,AzureScore,AzureLabel,AWSLabel,AWSPosScore,AWSNegScore,AWSNeuScore
"Well, Nicole I would say, we are in the very early innings relative to the turnaround at Power. I don't know, how else to frame it. Again, a new team, a new structure, new operating rhythms. When we talk about execution, we talk about daily management. What I'm really referring to is making sure that every day the folks in the field, the folks in the factories, the folks in the labs understand what the key operating metrics are that they are responsible for that feed into better margins both at the growth in the operating level in this business. So that takes time because it's not just a reporting exercise, right? It's a management exercise and making sure they not understand not only how they're being measured but how to go about actually getting better price, how to go about actually driving better material productivity. Execution in the field as well. Not only around cost but frankly more importantly around quality making sure we get into outages quickly and we solve issues for customers the first time and when we're not going back. Those are the source of things. And it is a big organization. It's a global organization. This is going to take a little while. But I'm optimistic that we'll see it in our operating metrics over time and that will in turn translate into better performance. We'll clearly get some lift sooner from the absence of the adjustments that we made at the end of the year but what I'm really focused on and what I think investors are to be focused on, are those underlying operating improvements.",positive,0.46154300000000004,Positive,0.10000000149011612,Neutral,,Neutral,Neutral,0.3526400923728943,0.10848549008369446,0.39625364542007446
"Okay, got it. That's helpful. Thanks, Larry. And just a really quick one to tie up. Good progress on corporate expense reduction this quarter. Would you say that the corporate expense that we saw in 4Q is indicative of the run rate for 2019? Or are there items there that we need to consider?",positive,0.78072,Positive,0.30000001192092896,Positive,,Neutral,Positive,0.4169410467147827,0.05463607609272003,0.4058046042919159
I'd say it's roughly indicative. I think it'll be down slightly from that. It was a little bit higher in the quarter due to some onetime expenses we had but it's close. Little bit down from that in 2019.,neutral,-0.5467569999999999,Negative,0.0,Neutral,,Neutral,Neutral,0.03134109452366829,0.021966401487588882,0.9144564270973206
"From RBC Capital Markets, we have Deane Dray. Please go ahead.",neutral,0.47644,Positive,0.0,Neutral,,Neutral,Neutral,0.036638293415308,0.018751678988337517,0.9408048391342163
"Thank you. Good morning, everyone.",neutral,0.926523,Positive,0.4000000059604645,Positive,,Neutral,Positive,0.9301491975784302,0.0027853159699589014,0.06445001065731049
"In 2018, our corporate headquarters cost was $1.2 billion down $400 million from $1.6 billion in 2017. We have begun transferring a significant portion of headcount and activities that were previously managed at corporate to the segments or to third parties with over 6,500 full-time employees transferred to-date. We're confident that as we move more activity and headcount closer to those that are directly accountable, we will see additional savings.",positive,0.528196,Positive,0.20000000298023224,Neutral,,Neutral,Neutral,0.04396544024348259,0.10930080711841583,0.8352286219596863
"Hey, Dean. Good morning.",neutral,0.9033209999999999,Positive,0.4000000059604645,Positive,,Neutral,Neutral,0.40297287702560425,0.014375722035765648,0.5740519762039185
I'd also like to add our welcome to Steve Winoker and wish him all the best.,positive,0.9127270000000001,Positive,0.8999999761581421,Positive,,Neutral,Positive,0.6303671598434448,0.016919037327170372,0.33606284856796265
"Thanks, Dean.",positive,,Neutral,0.0,Neutral,,Neutral,Positive,0.6805088520050049,0.032512832432985306,0.2771642506122589
"Looks like I have to burn one of my questions, what's more of a housekeeping question Larry is in the third quarter earnings you talked about plans for an Analyst meeting in early 2019. Looks like, there's still a lot of more specifics that have to get filled in in terms of guidance and especially on the cash flow side. Maybe you're not ready yet to host that meeting. But just where does that stand and what would the timing be?",neutral,0.412973,Positive,0.0,Neutral,,Neutral,Negative,0.0327279269695282,0.5345658659934998,0.3720122277736664
"Well, Dean again, I think we're sharing today what we can in terms of not only the fourth quarter but the actions that are under way and how we see 2019 shaping up. We know we're not answering every question that folks might have on their minds today. But we're not going to answer any question without a grounding and a level of conviction that we expect of ourselves and I think folks like yourselves and investors expect of us as well but we are indicating that we'll be back soon with more particularly as we work through some of the issues, we've talked about not only in our prepared remarks but also here in Q&A with respect to Power.",neutral,0.36101300000000003,Positive,-0.10000000149011612,Neutral,,Neutral,Neutral,0.0300078596919775,0.011642836034297943,0.9460852742195129
"Okay. And Larry, I appreciate how you started off the call with all the changes in terms of the management approach and the accountability and voice of the customer. I mean that's --that was all good color to hear upfront. And then my second question is on the insurance side. We've got good news, what I see is good news on the loss recognition certainly not a new surprise. How does that change? In the third quarter, there was lots of calls for how to ring fence the long term insurance risk and where that might be. Where does that stand today in terms of priorities?",neutral,0.7357090000000001,Positive,0.10000000149011612,Neutral,,Neutral,Neutral,0.2830009460449219,0.08940688520669937,0.46340078115463257
"Well, Dean, again I want to make sure everybody understands that the LRT results here are a positive data point. I think that the stat test is going to be more important and I think we don't expect any major surprises but we'll have those results to share with you in a few weeks. This is a long term liability right? And we have our commitments with respect to the permitted practice. We're in a position to fulfill those. We certainly get inbounds here as well from folks, who'd like to take this book off of our hands. But not necessarily in a structure and at a value that would make sense for the GE shareholder. So I suspect that as we enhance our disclosures, they'll be better understanding of what this is.",positive,0.59408,Positive,0.20000000298023224,Neutral,,Neutral,Neutral,0.11780798435211182,0.17157018184661865,0.5780612230300903
"Certainly I suspect there will still be some debate. But I'm optimistic that the transparency will lead to better understanding and we can talk about this in a fact-based way. People can understand what that means. Is it with us forever? Or is there a way to ring fence it is to use your word again, I'm not going to rule anything out. But I think right now, what we're trying to do is to make sure that everyone understands, what it is and what our obligations are around the insurance book. So hopefully, some helpful disclosures in that regard today with more to come in the K once we're on the other side of the stat test.",positive,0.572721,Positive,0.20000000298023224,Neutral,,Neutral,Neutral,0.13886457681655884,0.028833044692873955,0.7927959561347961
"And from Gordon Haskett, we have John Inch. Please go ahead.",neutral,0.47644,Positive,0.0,Neutral,,Neutral,Neutral,0.02090795524418354,0.00756889209151268,0.9701199531555176
"Good morning, everybody. Good morning, Larry.",neutral,0.839567,Positive,0.699999988079071,Positive,,Neutral,Positive,0.8011865019798279,0.009443836286664009,0.1603945940732956
"Good examples include the recently announced agreement with Genpact around our global operations activities and the delayering and reorganization of our Global Growth Organization. Our changes in Power followed a similar approach. We have $1.6 billion of cost at Power headquarters and expect to produce that amount by $300 million for headquarter's overhead functions. And as we distribute the remaining cost to the business units, we expect that they will find additional savings over time.",positive,0.772275,Positive,0.30000001192092896,Positive,,Neutral,Positive,0.6917735934257507,3.334263965371065e-05,0.30704835057258606
"Hey, John. Good morning.",neutral,0.9033209999999999,Positive,0.30000001192092896,Positive,,Neutral,Positive,0.5018407702445984,0.010217740200459957,0.47929927706718445
"Hi, Steve.",neutral,,Neutral,0.0,Neutral,,Neutral,Neutral,0.046160727739334106,0.027621403336524963,0.9225665330886841
"Good morning, John.",neutral,0.701137,Positive,0.30000001192092896,Positive,,Neutral,Positive,0.8221235275268555,0.0057711536064744,0.1609620898962021
"Good morning, Steve. Just on the capital guide. I may have missed this Jamie and Larry but what is capital guide for 2019? What are you expecting? And what kind of, are we expecting from say gains from the $10 billion of asset sales? So it's almost like, what's the guide ex the $10 billion on earnings? And also Jamie, what was Healthcare's free cash flow in 2018?",neutral,0.375687,Positive,0.0,Neutral,,Neutral,Neutral,0.15986749529838562,0.006524696480482817,0.8077405095100403
"Well, with respect to GE Capital's 2019 as Larry mentioned, we're not offering 2019 guidance today. So that's something that we will be sharing with you in the near term but not today. And with respect to Healthcare's free cash flow, I think it's well understood that that is a strong cash flow business. It's a flow business unlike some of our long cycle and I think there's been a lot of valuation maps that's been out there. So while we're not disclosing Healthcare's free cash flow, I think you can probably come to a pretty reasonable conclusion there about what that is.",neutral,0.425831,Positive,0.4000000059604645,Positive,,Neutral,Neutral,0.23992644250392914,0.04807749390602112,0.6683695912361145
"Okay. I think we were targeting break even in capital this year and we ended up losing money. I'm just wondering, what is -- what actually changed in the mix from Jamie, when you originally thought would be break even to the loss? And also in your cash walk on the fourth quarter cash walk, the Baker Hughes free cash flow is a positive $800 million. It looks like Baker actually generated positive free cash flow in the fourth quarter. So why would that be a positive? Why isn't that a negative drawing it out, it's just a technical question, I guess.",negative,-0.294757,Neutral,-0.20000000298023224,Neutral,,Neutral,Neutral,0.155872642993927,0.09025753289461136,0.7147369384765625
"Well, first on GE Capital. We had the LRT results in the fourth quarter so that was $65 million. We actually had tax benefits of less than we expected as well. That impacted us by about $240 million. And then we had some other marks in the portfolio in the second half. So that was really the large difference between what we had expected and where we ended up. And then with respect to Baker Hughes. We are backing out free cash flow. So that might be a labeling issue on the slide there. It's less Baker Hughes free cash flow. If you back it out and you have the dividend.",neutral,0.594761,Positive,0.0,Neutral,,Neutral,Neutral,0.09116079658269882,0.1746494472026825,0.6902552247047424
"And from Goldman Sachs, we have Joe Ritchie. Please go ahead.",neutral,0.47644,Positive,0.0,Neutral,,Neutral,Neutral,0.014742594212293625,0.015790602192282677,0.9677765965461731
Thanks. Good morning.,neutral,0.934934,Positive,0.4000000059604645,Positive,,Neutral,Positive,0.9551642537117004,0.0024179117754101753,0.03738155588507652
"Hey, Joe. Good morning.",neutral,0.9033209999999999,Positive,0.30000001192092896,Positive,,Neutral,Positive,0.6228801608085632,0.010283542796969414,0.3597223162651062
"We announced this week that we will be delayering the headquarter levels at Renewable Energy. And yesterday announced that we are bringing GE's grid, solar and storage assets into that business creating an end-to-end offering from renewables customers as the demand for renewable power generation and grid integration continues to grow globally. We're strengthening our senior team. We've brought in fresh eyes that are already having an impact.",positive,0.811196,Positive,0.10000000149011612,Neutral,,Neutral,Neutral,0.05906079337000847,0.008717181161046028,0.927240252494812
"Good morning, Joe.",neutral,0.0,Neutral,0.5,Positive,,Neutral,Positive,0.9220694303512573,0.004654256626963615,0.06586087495088577
"Good morning, guys. And so just I know, you're a little reluctant to answer much on the 2019 guide. But I could just may be ask on just Power free cash flow, the $2.7 billion burn this year. Do you expect '19 to be better than 2018 from a Power free cash flow perspective?",neutral,0.371062,Positive,0.5,Positive,,Neutral,Neutral,0.29251277446746826,0.04310678690671921,0.3613812029361725
"I think we're at a place, where we're sharing with you today everything that we know, everything we can commit to. And again, we'll be back with more detail particularly with respect to Power and cash soon. But we're just, we're not in a position where we're able to do that. But clearly, again, hopefully the color around the $2.7 billion that we burned last year is helpful. With respect to framing the magnitude of the task and the challenge, when we understand and are serious about addressing.",neutral,0.68862,Positive,0.6000000238418579,Positive,,Neutral,Neutral,0.18065141141414642,0.22078564763069153,0.4942045211791992
"Getting the disclosure on the $2.7 billion definitely helpful and will hopefully get some more color on the path in the near term. But I guess, if I can maybe focus then on just the onetime issues that occurred in the second half of 2018. Specifically, around the blade issue. Is it fair to say that those issues are at least behind you? And how should we think about what the call it roughly, it sounds like it was like roughly $700 million or so in quantifiable charges there. What does that relate to? Does that relate to all orders that you received so far in each turbine. Just any color on that would be helpful?",neutral,0.341903,Positive,0.20000000298023224,Neutral,,Neutral,Mixed,0.14337417483329773,0.16330642998218536,0.21033328771591187
"Yes. Well the -- when we talk about the cost for the blade issue, it's really a function of going out and effectively replacing these blades sooner than we were anticipating, right? Because the useful life is effectively shorter than we had anticipated unfortunately. But we think we understand that. That work is under way with respect to the installed base. And again, I think it's regrettable. I think our customers when you talk to them understand, what's happened how we're going about remediating the issue in the field and I'd like to think that that is not something, we're going to continue to site with respect to the margin pressure in the business here in '19.",neutral,0.35059,Positive,0.0,Neutral,,Neutral,Negative,0.14337116479873657,0.38040921092033386,0.206743061542511
"Yeah. And just walking back from third quarter and maybe updating today. So third quarter, we had $240 million of warranty and other accruals related to the stage one blade. We also mentioned that that we expected to experience a similar amount of that over time as the worked outperformed in our services book. So part of what I mentioned earlier on those charges includes that stage one blade issue started to come through the services updates.",neutral,0.5677800000000001,Positive,0.0,Neutral,,Neutral,Negative,0.010657393373548985,0.7903250455856323,0.1767183095216751
But there are host of elements of that,neutral,0.0,Neutral,0.20000000298023224,Neutral,,Neutral,Neutral,0.02424720488488674,0.026445182040333748,0.9436776041984558
Absolutely.,neutral,0.8505520000000001,Positive,0.20000000298023224,Neutral,,Neutral,Positive,0.7114313244819641,0.06361420452594757,0.20860688388347626
That update not just the very.,neutral,0.0,Neutral,0.0,Neutral,,Neutral,Neutral,0.07577018439769745,0.4222123920917511,0.4735278785228729
